,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL ,Status,PR,CL,Status,PR,CL,Status,PR,CL,Status,PR,CL,Status,PR,CL,Status,,,,,,,,,,,,,,,,,,,
Italy,1,2,F,1,2,F,1,2,F,1,2,F,2,1,F,2,2,F,2,2,F,2,2,F,1,2,F,1,2,F,1,2,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,2,F,1,3,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,2,F,1,2,F,1,2,F,1,1,F,2,1,F,1,1,F,,,,,,,,,,,,,,,,,,,
Jamaica,1,2,F,1,2,F,1,2,F,1,2,F,1,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,2,F,2,2,F,2,2,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,,,,,,,,,,,,,,,,,,,
Japan,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,2,F,1,2,F,2,2,F,2,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,1,F,,,,,,,,,,,,,,,,,,,
Jordan,6,6,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,6,5,NF,5,5,PF,5,5,PF,4,4,PF,3,3,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,5,PF,4,4,PF,4,4,PF,5,5,PF,6,5,PF,5,5,PF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,5,5,PF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,,,,,,,,,,,,,,,,,,,
Kazakhstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,4,PF,5,5,PF,6,4,PF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,,,,,,,,,,,,,,,,,,,
Kenya,5,4,PF,5,4,PF,5,4,PF,5,5,PF,5,5,PF,5,5,PF,5,4,PF,5,4,PF,5,4,PF,5,5,PF,5,5,PF,6,5,PF,6,5,PF,6,5,PF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,4,5,PF,5,6,NF,6,6,NF,7,6,NF,7,6,NF,6,6,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,4,4,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,4,3,PF,4,3,PF,4,4,PF,4,3,PF,4,3,PF,4,4,PF,4,4,PF,,,,,,,,,,,,,,,,,,,
Kiribati,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,2,F,2,2,F,2,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,,,,,,,,,,,,,,,,,,,
Kosovo,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,4,PF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,,,,,,,,,,,,,,,,,,,
Kuwait,4,4,PF,4,3,PF,4,3,PF,4,3,PF,6,5,NF,6,4,PF,6,4,PF,6,4,PF,6,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,6,5,PF,6,5,PF,6,5,PF,6,4,PF,7,7,NF,6,5,NF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,4,5,PF,4,5,PF,4,5,PF,4,5,PF,4,5,PF,4,5,PF,4,5,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,5,PF,4,5,PF,5,5,PF,5,5,PF,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,4,PF,4,2,PF,5,3,PF,4,3,PF,4,4,PF,4,4,PF,4,4,PF,5,5,PF,5,5,PF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,6,5,NF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,,,,,,,,,,,,,,,,,,,
Laos,5,5,PF,5,5,PF,5,5,PF,6,6,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,6,6,NF,6,7,NF,6,7,NF,6,7,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,,,,,,,,,,,,,,,,,,,
Latvia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,3,F,3,3,PF,3,3,PF,3,2,F,2,2,F,2,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,1,F,1,1,F,2,1,F,2,1,F,2,1,F,2,2,F,2,2,F,2,2,F,2,2,F,,,,,,,,,,,,,,,,,,,
Lebanon,2,2,F,2,2,F,2,2,F,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,6,5,PF,6,5,NF,6,5,NF,6,5,NF,6,4,PF,5,4,PF,6,5,PF,6,5,PF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,5,3,PF,5,3,PF,5,4,PF,5,4,PF,5,4,PF,,,,,,,,,,,,,,,,,,,
Lesotho,7,4,NF,5,3,PF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,6,PF,6,6,NF,6,5,NF,6,5,NF,6,4,PF,6,4,PF,3,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,3,3,PF,3,3,PF,3,3,PF,2,3,F,2,3,F,,,,,,,,,,,,,,,,,,,
Liberia,6,6,NF,6,5,NF,6,3,PF,6,4,PF,6,4,PF,6,4,PF,6,5,PF,6,5,PF,6,6,NF,6,6,NF,5,5,PF,6,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,6,5,NF,7,7,NF,7,6,NF,7,6,NF,6,6,NF,7,6,NF,7,6,NF,7,6,NF,4,5,PF,4,5,PF,4,5,PF,5,6,PF,6,6,NF,6,6,NF,6,6,NF,5,4,PF,4,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,,,,,,,,,,,,,,,,,,,
Libya,7,6,NF,7,7,NF,7,7,NF,7,6,NF,7,6,NF,6,6,NF,6,6,NF,6,6,NF,6,7,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,6,NF,4,5,PF,4,5,PF,,,,,,,,,,,,,,,,,,,
Liechtenstein,4,2,PF,4,2,PF,4,2,PF,4,2,PF,4,2,PF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,,,,,,,,,,,,,,,,,,,
Lithuania,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,3,F,2,3,F,1,3,F,1,3,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,2,2,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,,,,,,,,,,,,,,,,,,,
Luxembourg,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,,,,,,,,,,,,,,,,,,,
Macedonia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,PF,3,3,PF,4,3,PF,4,3,PF,4,3,PF,4,3,PF,3,3,PF,3,3,PF,4,3,PF,4,4,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,,,,,,,,,,,,,,,,,,,
Madagascar,5,3,PF,5,4,PF,5,4,PF,5,5,PF,6,5,NF,5,5,PF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,5,6,PF,5,6,PF,5,6,PF,5,5,PF,5,5,PF,5,5,PF,5,4,PF,4,4,PF,4,4,PF,4,4,PF,2,4,PF,2,4,PF,2,4,PF,2,4,PF,2,4,PF,2,4,PF,2,4,PF,2,4,PF,2,4,PF,3,4,PF,3,3,PF,3,3,PF,3,3,PF,4,3,PF,4,3,PF,4,3,PF,6,4,PF,6,4,PF,6,4,PF,6,4,PF,5,4,PF,,,,,,,,,,,,,,,,,,,
Malawi,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,6,7,NF,6,7,NF,6,7,NF,6,7,NF,6,7,NF,6,7,NF,6,7,NF,6,7,NF,6,7,NF,6,7,NF,7,6,NF,7,6,NF,7,6,NF,6,7,NF,6,5,NF,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,3,3,PF,3,3,PF,4,3,PF,4,4,PF,3,4,PF,4,4,PF,4,4,PF,4,3,PF,4,4,PF,4,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,,,,,,,,,,,,,,,,,,,
Malaysia,2,3,F,2,3,F,3,3,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,5,PF,3,5,PF,3,5,PF,3,5,PF,4,5,PF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,4,5,PF,4,5,PF,4,5,PF,4,5,PF,4,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,,,,,,,,,,,,,,,,,,,
Maldives,3,2,F,3,2,PF,3,2,PF,4,4,PF,4,4,PF,4,4,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,6,PF,5,6,PF,5,6,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,4,4,PF,3,4,PF,3,4,PF,3,4,PF,5,4,PF,4,4,PF,,,,,,,,,,,,,,,,,,,
Mali,7,6,NF,7,6,NF,7,6,NF,7,7,NF,7,7,NF,7,7,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,6,6,NF,6,6,NF,6,5,NF,6,4,PF,2,3,F,2,3,F,2,4,PF,2,3,F,2,2,F,3,3,F,3,3,F,3,3,F,2,3,F,2,3,F,2,3,F,2,2,F,2,2,F,2,2,F,2,2,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,7,5,NF,5,4,PF,,,,,,,,,,,,,,,,,,,
Malta,1,2,F,1,1,F,1,1,F,1,1,F,1,2,F,2,2,F,2,2,F,2,3,F,2,3,F,2,3,F,2,4,PF,2,4,PF,2,4,PF,2,4,PF,1,2,F,1,2,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,,,,,,,,,,,,,,,,,,,
Marshall Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,,,,,,,,,,,,,,,,,,,
Mauritania,6,6,NF,6,6,NF,5,6,NF,6,6,NF,6,6,NF,6,6,NF,6,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,6,6,NF,6,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,7,NF,6,6,NF,6,6,NF,6,6,NF,6,5,NF,6,5,NF,6,5,NF,5,5,PF,5,5,PF,6,5,NF,6,5,NF,6,4,PF,5,4,PF,4,4,PF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,,,,,,,,,,,,,,,,,,,
Mauritius,3,2,F,3,2,F,3,2,F,3,2,F,3,2,F,2,2,F,2,4,PF,2,4,PF,3,3,PF,2,3,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,1,2,F,2,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,1,F,1,1,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,,,,,,,,,,,,,,,,,,,
Mexico,5,3,PF,4,3,PF,4,3,PF,4,3,PF,4,4,PF,4,3,PF,4,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,4,4,PF,4,4,PF,4,4,PF,3,4,PF,4,3,PF,4,4,PF,4,4,PF,4,3,PF,4,4,PF,4,4,PF,4,4,PF,4,3,PF,3,4,PF,3,4,PF,3,4,PF,2,3,F,2,3,F,2,2,F,2,2,F,2,2,F,2,2,F,2,3,F,2,3,F,2,3,F,2,3,F,3,3,PF,3,3,PF,3,3,PF,3,3,PF,,,,,,,,,,,,,,,,,,,
Micronesia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,,,,,,,,,,,,,,,,,,,
Moldova,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,4,PF,5,5,PF,5,5,PF,4,4,PF,4,4,PF,3,4,PF,3,4,PF,2,4,PF,2,4,PF,2,4,PF,2,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,4,4,PF,3,4,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,,,,,,,,,,,,,,,,,,,
Monaco,4,2,PF,4,2,PF,4,2,PF,4,2,PF,4,2,PF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,2,1,F,,,,,,,,,,,,,,,,,,,
Mongolia,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,4,4,PF,2,3,F,3,2,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,1,2,F,1,2,F,,,,,,,,,,,,,,,,,,,
Montenegro,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,3,PF,3,3,PF,3,3,PF,3,2,F,3,2,F,3,2,F,3,2,F,3,2,F,,,,,,,,,,,,,,,,,,,
Morocco,5,4,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,3,4,PF,3,4,PF,4,4,PF,4,4,PF,4,5,PF,4,5,PF,4,5,PF,4,5,PF,4,5,PF,4,5,PF,4,5,PF,4,4,PF,4,4,PF,5,5,PF,6,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,4,PF,5,4,PF,5,4,PF,5,5,PF,5,5,PF,5,5,PF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,5,4,PF,,,,,,,,,,,,,,,,,,,
Mozambique,..,..,..,..,..,..,..,..,..,6,6,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,6,NF,6,7,NF,6,7,NF,6,7,NF,6,7,NF,6,7,NF,6,7,NF,6,6,NF,6,4,PF,6,4,PF,6,5,NF,3,5,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,3,PF,3,3,PF,4,3,PF,4,3,PF,4,3,PF,4,3,PF,4,3,PF,,,,,,,,,,,,,,,,,,,
Namibia,6,5,NF,6,5,NF,6,5,NF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,3,PF,2,3,F,2,3,F,2,2,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,3,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,,,,,,,,,,,,,,,,,,,
Nauru,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,2,2,F,1,2,F,1,2,F,1,2,F,1,2,F,1,3,F,1,3,F,1,3,F,1,3,F,1,3,F,1,3,F,1,3,F,1,3,F,1,3,F,1,2,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,,,,,,,,,,,,,,,,,,,
Nepal,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,NF,6,5,PF,6,5,PF,5,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,4,5,PF,4,4,PF,2,3,F,2,3,F,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,3,4,PF,4,4,PF,5,4,PF,5,5,PF,6,5,NF,5,4,PF,5,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,,,,,,,,,,,,,,,,,,,
Netherlands,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,,,,,,,,,,,,,,,,,,,
New Zealand,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,1,1,F,,,,,,,,,,,,,,,,,,,
Nicaragua,4,3,PF,5,4,PF,5,4,PF,5,4,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,5,5,PF,6,5,PF,6,5,PF,5,5,PF,5,5,PF,5,6,PF,5,5,PF,5,4,PF,5,5,PF,3,3,PF,3,3,PF,4,3,PF,4,5,PF,4,5,PF,4,4,PF,3,3,PF,3,3,PF,2,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,3,3,PF,4,3,PF,4,4,PF,4,4,PF,5,4,PF,5,4,PF,4,3,PF,,,,,,,,,,,,,,,,,,,
Niger,6,6,NF,6,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,7,6,NF,6,6,NF,7,6,NF,6,5,NF,6,5,PF,5,4,PF,3,4,PF,3,5,PF,3,5,PF,7,5,NF,7,5,NF,7,5,NF,5,5,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,3,3,PF,3,3,PF,3,3,PF,3,4,PF,3,4,PF,5,4,PF,5,4,PF,3,4,PF,3,4,PF,3,4,PF,,,,,,,,,,,,,,,,,,,
Nigeria,6,4,PF,6,4,PF,6,4,PF,6,5,PF,6,4,PF,5,4,PF,5,3,PF,2,3,F,2,3,F,2,3,F,2,3,F,7,5,NF,7,5,NF,7,5,NF,6,5,PF,5,5,PF,6,5,PF,5,5,PF,5,4,PF,5,4,PF,7,5,NF,7,6,NF,7,7,NF,7,6,NF,7,6,NF,6,4,PF,4,3,PF,4,4,PF,4,5,PF,4,5,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,4,4,PF,5,4,PF,5,4,PF,4,4,PF,4,4,PF,4,5,PF,4,5,PF,,,,,,,,,,,,,,,,,,,
North Korea,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,7,7,NF,,,,,,,,,,,,,,,,,,,
